Part, Description, Value, Case, Power, Supplier 1, Supplier Part Number 1, Library Path, Library Ref, Footprint Path, Footprint Ref, Company, Comment 
RES0805_866K, "RES 0805 866KOhm 1/8W", 866K, 0805, 1/8, Digikey, 541-866KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES0805_887K, "RES 0805 887KOhm 1/8W", 887K, 0805, 1/8, Digikey, 541-887KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES0805_909K, "RES 0805 909KOhm 1/8W", 909K, 0805, 1/8, Digikey, 541-909KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES0805_931K, "RES 0805 931KOhm 1/8W", 931K, 0805, 1/8, Digikey, 541-931KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES0805_953K, "RES 0805 953KOhm 1/8W", 953K, 0805, 1/8, Digikey, 541-953KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES0805_976K, "RES 0805 976KOhm 1/8W", 976K, 0805, 1/8, Digikey, 541-976KCCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0805 , Atlantix EDA, =Description 
RES1206_1.00, "RES 1206 1.00Ohm 1/4W", 1.00, 1206, 1/4, Digikey, 541-1FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.02, "RES 1206 1.02Ohm 1/4W", 1.02, 1206, 1/4, Digikey, 541-1.02FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.05, "RES 1206 1.05Ohm 1/4W", 1.05, 1206, 1/4, Digikey, 541-1.05FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.07, "RES 1206 1.07Ohm 1/4W", 1.07, 1206, 1/4, Digikey, 541-1.07FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.10, "RES 1206 1.10Ohm 1/4W", 1.10, 1206, 1/4, Digikey, 541-1.1FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.13, "RES 1206 1.13Ohm 1/4W", 1.13, 1206, 1/4, Digikey, 541-1.13FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.15, "RES 1206 1.15Ohm 1/4W", 1.15, 1206, 1/4, Digikey, 541-1.15FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.18, "RES 1206 1.18Ohm 1/4W", 1.18, 1206, 1/4, Digikey, 541-1.18FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.21, "RES 1206 1.21Ohm 1/4W", 1.21, 1206, 1/4, Digikey, 541-1.21FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.24, "RES 1206 1.24Ohm 1/4W", 1.24, 1206, 1/4, Digikey, 541-1.24FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.27, "RES 1206 1.27Ohm 1/4W", 1.27, 1206, 1/4, Digikey, 541-1.27FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.30, "RES 1206 1.30Ohm 1/4W", 1.30, 1206, 1/4, Digikey, 541-1.3FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.33, "RES 1206 1.33Ohm 1/4W", 1.33, 1206, 1/4, Digikey, 541-1.33FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.37, "RES 1206 1.37Ohm 1/4W", 1.37, 1206, 1/4, Digikey, 541-1.37FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.40, "RES 1206 1.40Ohm 1/4W", 1.40, 1206, 1/4, Digikey, 541-1.4FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.43, "RES 1206 1.43Ohm 1/4W", 1.43, 1206, 1/4, Digikey, 541-1.43FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.47, "RES 1206 1.47Ohm 1/4W", 1.47, 1206, 1/4, Digikey, 541-1.47FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.50, "RES 1206 1.50Ohm 1/4W", 1.50, 1206, 1/4, Digikey, 541-1.5FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.54, "RES 1206 1.54Ohm 1/4W", 1.54, 1206, 1/4, Digikey, 541-1.54FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.58, "RES 1206 1.58Ohm 1/4W", 1.58, 1206, 1/4, Digikey, 541-1.58FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.62, "RES 1206 1.62Ohm 1/4W", 1.62, 1206, 1/4, Digikey, 541-1.62FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.65, "RES 1206 1.65Ohm 1/4W", 1.65, 1206, 1/4, Digikey, 541-1.65FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.69, "RES 1206 1.69Ohm 1/4W", 1.69, 1206, 1/4, Digikey, 541-1.69FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.74, "RES 1206 1.74Ohm 1/4W", 1.74, 1206, 1/4, Digikey, 541-1.74FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.78, "RES 1206 1.78Ohm 1/4W", 1.78, 1206, 1/4, Digikey, 541-1.78FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.82, "RES 1206 1.82Ohm 1/4W", 1.82, 1206, 1/4, Digikey, 541-1.82FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.87, "RES 1206 1.87Ohm 1/4W", 1.87, 1206, 1/4, Digikey, 541-1.87FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.91, "RES 1206 1.91Ohm 1/4W", 1.91, 1206, 1/4, Digikey, 541-1.91FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_1.96, "RES 1206 1.96Ohm 1/4W", 1.96, 1206, 1/4, Digikey, 541-1.96FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.00, "RES 1206 2.00Ohm 1/4W", 2.00, 1206, 1/4, Digikey, 541-2FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.05, "RES 1206 2.05Ohm 1/4W", 2.05, 1206, 1/4, Digikey, 541-2.05FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.10, "RES 1206 2.10Ohm 1/4W", 2.10, 1206, 1/4, Digikey, 541-2.1FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.15, "RES 1206 2.15Ohm 1/4W", 2.15, 1206, 1/4, Digikey, 541-2.15FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.21, "RES 1206 2.21Ohm 1/4W", 2.21, 1206, 1/4, Digikey, 541-2.21FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.26, "RES 1206 2.26Ohm 1/4W", 2.26, 1206, 1/4, Digikey, 541-2.26FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.32, "RES 1206 2.32Ohm 1/4W", 2.32, 1206, 1/4, Digikey, 541-2.32FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.37, "RES 1206 2.37Ohm 1/4W", 2.37, 1206, 1/4, Digikey, 541-2.37FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.43, "RES 1206 2.43Ohm 1/4W", 2.43, 1206, 1/4, Digikey, 541-2.43FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.49, "RES 1206 2.49Ohm 1/4W", 2.49, 1206, 1/4, Digikey, 541-2.49FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.55, "RES 1206 2.55Ohm 1/4W", 2.55, 1206, 1/4, Digikey, 541-2.55FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.61, "RES 1206 2.61Ohm 1/4W", 2.61, 1206, 1/4, Digikey, 541-2.61FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.67, "RES 1206 2.67Ohm 1/4W", 2.67, 1206, 1/4, Digikey, 541-2.67FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.74, "RES 1206 2.74Ohm 1/4W", 2.74, 1206, 1/4, Digikey, 541-2.74FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.80, "RES 1206 2.80Ohm 1/4W", 2.80, 1206, 1/4, Digikey, 541-2.8FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.87, "RES 1206 2.87Ohm 1/4W", 2.87, 1206, 1/4, Digikey, 541-2.87FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_2.94, "RES 1206 2.94Ohm 1/4W", 2.94, 1206, 1/4, Digikey, 541-2.94FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.01, "RES 1206 3.01Ohm 1/4W", 3.01, 1206, 1/4, Digikey, 541-3.01FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.09, "RES 1206 3.09Ohm 1/4W", 3.09, 1206, 1/4, Digikey, 541-3.09FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.16, "RES 1206 3.16Ohm 1/4W", 3.16, 1206, 1/4, Digikey, 541-3.16FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.24, "RES 1206 3.24Ohm 1/4W", 3.24, 1206, 1/4, Digikey, 541-3.24FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.32, "RES 1206 3.32Ohm 1/4W", 3.32, 1206, 1/4, Digikey, 541-3.32FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.40, "RES 1206 3.40Ohm 1/4W", 3.40, 1206, 1/4, Digikey, 541-3.4FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.48, "RES 1206 3.48Ohm 1/4W", 3.48, 1206, 1/4, Digikey, 541-3.48FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.57, "RES 1206 3.57Ohm 1/4W", 3.57, 1206, 1/4, Digikey, 541-3.57FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.65, "RES 1206 3.65Ohm 1/4W", 3.65, 1206, 1/4, Digikey, 541-3.65FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.74, "RES 1206 3.74Ohm 1/4W", 3.74, 1206, 1/4, Digikey, 541-3.74FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.83, "RES 1206 3.83Ohm 1/4W", 3.83, 1206, 1/4, Digikey, 541-3.83FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_3.92, "RES 1206 3.92Ohm 1/4W", 3.92, 1206, 1/4, Digikey, 541-3.92FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.02, "RES 1206 4.02Ohm 1/4W", 4.02, 1206, 1/4, Digikey, 541-4.02FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.12, "RES 1206 4.12Ohm 1/4W", 4.12, 1206, 1/4, Digikey, 541-4.12FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.22, "RES 1206 4.22Ohm 1/4W", 4.22, 1206, 1/4, Digikey, 541-4.22FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.32, "RES 1206 4.32Ohm 1/4W", 4.32, 1206, 1/4, Digikey, 541-4.32FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.42, "RES 1206 4.42Ohm 1/4W", 4.42, 1206, 1/4, Digikey, 541-4.42FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.53, "RES 1206 4.53Ohm 1/4W", 4.53, 1206, 1/4, Digikey, 541-4.53FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.64, "RES 1206 4.64Ohm 1/4W", 4.64, 1206, 1/4, Digikey, 541-4.64FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.75, "RES 1206 4.75Ohm 1/4W", 4.75, 1206, 1/4, Digikey, 541-4.75FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.87, "RES 1206 4.87Ohm 1/4W", 4.87, 1206, 1/4, Digikey, 541-4.87FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_4.99, "RES 1206 4.99Ohm 1/4W", 4.99, 1206, 1/4, Digikey, 541-4.99FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.11, "RES 1206 5.11Ohm 1/4W", 5.11, 1206, 1/4, Digikey, 541-5.11FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.23, "RES 1206 5.23Ohm 1/4W", 5.23, 1206, 1/4, Digikey, 541-5.23FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.36, "RES 1206 5.36Ohm 1/4W", 5.36, 1206, 1/4, Digikey, 541-5.36FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.49, "RES 1206 5.49Ohm 1/4W", 5.49, 1206, 1/4, Digikey, 541-5.49FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.62, "RES 1206 5.62Ohm 1/4W", 5.62, 1206, 1/4, Digikey, 541-5.62FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.76, "RES 1206 5.76Ohm 1/4W", 5.76, 1206, 1/4, Digikey, 541-5.76FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_5.90, "RES 1206 5.90Ohm 1/4W", 5.90, 1206, 1/4, Digikey, 541-5.9FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.04, "RES 1206 6.04Ohm 1/4W", 6.04, 1206, 1/4, Digikey, 541-6.04FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.19, "RES 1206 6.19Ohm 1/4W", 6.19, 1206, 1/4, Digikey, 541-6.19FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.34, "RES 1206 6.34Ohm 1/4W", 6.34, 1206, 1/4, Digikey, 541-6.34FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.49, "RES 1206 6.49Ohm 1/4W", 6.49, 1206, 1/4, Digikey, 541-6.49FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.65, "RES 1206 6.65Ohm 1/4W", 6.65, 1206, 1/4, Digikey, 541-6.65FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.81, "RES 1206 6.81Ohm 1/4W", 6.81, 1206, 1/4, Digikey, 541-6.81FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_6.98, "RES 1206 6.98Ohm 1/4W", 6.98, 1206, 1/4, Digikey, 541-6.98FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_7.15, "RES 1206 7.15Ohm 1/4W", 7.15, 1206, 1/4, Digikey, 541-7.15FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_7.32, "RES 1206 7.32Ohm 1/4W", 7.32, 1206, 1/4, Digikey, 541-7.32FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_7.50, "RES 1206 7.50Ohm 1/4W", 7.50, 1206, 1/4, Digikey, 541-7.5FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_7.68, "RES 1206 7.68Ohm 1/4W", 7.68, 1206, 1/4, Digikey, 541-7.68FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_7.87, "RES 1206 7.87Ohm 1/4W", 7.87, 1206, 1/4, Digikey, 541-7.87FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_8.06, "RES 1206 8.06Ohm 1/4W", 8.06, 1206, 1/4, Digikey, 541-8.06FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_8.25, "RES 1206 8.25Ohm 1/4W", 8.25, 1206, 1/4, Digikey, 541-8.25FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_8.45, "RES 1206 8.45Ohm 1/4W", 8.45, 1206, 1/4, Digikey, 541-8.45FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_8.66, "RES 1206 8.66Ohm 1/4W", 8.66, 1206, 1/4, Digikey, 541-8.66FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_8.87, "RES 1206 8.87Ohm 1/4W", 8.87, 1206, 1/4, Digikey, 541-8.87FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_9.09, "RES 1206 9.09Ohm 1/4W", 9.09, 1206, 1/4, Digikey, 541-9.09FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_9.31, "RES 1206 9.31Ohm 1/4W", 9.31, 1206, 1/4, Digikey, 541-9.31FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_9.53, "RES 1206 9.53Ohm 1/4W", 9.53, 1206, 1/4, Digikey, 541-9.53FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_9.76, "RES 1206 9.76Ohm 1/4W", 9.76, 1206, 1/4, Digikey, 541-9.76FFCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_10.0, "RES 1206 10.0Ohm 1/4W", 10.0, 1206, 1/4, Digikey, 541-10.0FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_10.2, "RES 1206 10.2Ohm 1/4W", 10.2, 1206, 1/4, Digikey, 541-10.2FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_10.5, "RES 1206 10.5Ohm 1/4W", 10.5, 1206, 1/4, Digikey, 541-10.5FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_10.7, "RES 1206 10.7Ohm 1/4W", 10.7, 1206, 1/4, Digikey, 541-10.7FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_11.0, "RES 1206 11.0Ohm 1/4W", 11.0, 1206, 1/4, Digikey, 541-11.0FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_11.3, "RES 1206 11.3Ohm 1/4W", 11.3, 1206, 1/4, Digikey, 541-11.3FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_11.5, "RES 1206 11.5Ohm 1/4W", 11.5, 1206, 1/4, Digikey, 541-11.5FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_11.8, "RES 1206 11.8Ohm 1/4W", 11.8, 1206, 1/4, Digikey, 541-11.8FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_12.1, "RES 1206 12.1Ohm 1/4W", 12.1, 1206, 1/4, Digikey, 541-12.1FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_12.4, "RES 1206 12.4Ohm 1/4W", 12.4, 1206, 1/4, Digikey, 541-12.4FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_12.7, "RES 1206 12.7Ohm 1/4W", 12.7, 1206, 1/4, Digikey, 541-12.7FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_13.0, "RES 1206 13.0Ohm 1/4W", 13.0, 1206, 1/4, Digikey, 541-13.0FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_13.3, "RES 1206 13.3Ohm 1/4W", 13.3, 1206, 1/4, Digikey, 541-13.3FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_13.7, "RES 1206 13.7Ohm 1/4W", 13.7, 1206, 1/4, Digikey, 541-13.7FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_14.0, "RES 1206 14.0Ohm 1/4W", 14.0, 1206, 1/4, Digikey, 541-14.0FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_14.3, "RES 1206 14.3Ohm 1/4W", 14.3, 1206, 1/4, Digikey, 541-14.3FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_14.7, "RES 1206 14.7Ohm 1/4W", 14.7, 1206, 1/4, Digikey, 541-14.7FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_15.0, "RES 1206 15.0Ohm 1/4W", 15.0, 1206, 1/4, Digikey, 541-15.0FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_15.4, "RES 1206 15.4Ohm 1/4W", 15.4, 1206, 1/4, Digikey, 541-15.4FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_15.8, "RES 1206 15.8Ohm 1/4W", 15.8, 1206, 1/4, Digikey, 541-15.8FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
RES1206_16.2, "RES 1206 16.2Ohm 1/4W", 16.2, 1206, 1/4, Digikey, 541-16.2FCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES1206 , Atlantix EDA, =Description 
