Part, Description, Value, Case, Power, Supplier 1, Supplier Part Number 1, Library Path, Library Ref, Footprint Path, Footprint Ref, Company, Comment 
RES0402_3.24K, "RES 0402 3.24KOhm 1/16W", 3.24K, 0402, 1/16, Digikey, 541-3.24KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.32K, "RES 0402 3.32KOhm 1/16W", 3.32K, 0402, 1/16, Digikey, 541-3.32KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.40K, "RES 0402 3.40KOhm 1/16W", 3.40K, 0402, 1/16, Digikey, 541-3.40KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.48K, "RES 0402 3.48KOhm 1/16W", 3.48K, 0402, 1/16, Digikey, 541-3.48KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.57K, "RES 0402 3.57KOhm 1/16W", 3.57K, 0402, 1/16, Digikey, 541-3.57KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.65K, "RES 0402 3.65KOhm 1/16W", 3.65K, 0402, 1/16, Digikey, 541-3.65KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.74K, "RES 0402 3.74KOhm 1/16W", 3.74K, 0402, 1/16, Digikey, 541-3.74KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.83K, "RES 0402 3.83KOhm 1/16W", 3.83K, 0402, 1/16, Digikey, 541-3.83KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_3.92K, "RES 0402 3.92KOhm 1/16W", 3.92K, 0402, 1/16, Digikey, 541-3.92KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.02K, "RES 0402 4.02KOhm 1/16W", 4.02K, 0402, 1/16, Digikey, 541-4.02KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.12K, "RES 0402 4.12KOhm 1/16W", 4.12K, 0402, 1/16, Digikey, 541-4.12KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.22K, "RES 0402 4.22KOhm 1/16W", 4.22K, 0402, 1/16, Digikey, 541-4.22KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.32K, "RES 0402 4.32KOhm 1/16W", 4.32K, 0402, 1/16, Digikey, 541-4.32KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.42K, "RES 0402 4.42KOhm 1/16W", 4.42K, 0402, 1/16, Digikey, 541-4.42KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.53K, "RES 0402 4.53KOhm 1/16W", 4.53K, 0402, 1/16, Digikey, 541-4.53KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.64K, "RES 0402 4.64KOhm 1/16W", 4.64K, 0402, 1/16, Digikey, 541-4.64KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.75K, "RES 0402 4.75KOhm 1/16W", 4.75K, 0402, 1/16, Digikey, 541-4.75KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.87K, "RES 0402 4.87KOhm 1/16W", 4.87K, 0402, 1/16, Digikey, 541-4.87KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_4.99K, "RES 0402 4.99KOhm 1/16W", 4.99K, 0402, 1/16, Digikey, 541-4.99KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.11K, "RES 0402 5.11KOhm 1/16W", 5.11K, 0402, 1/16, Digikey, 541-5.11KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.23K, "RES 0402 5.23KOhm 1/16W", 5.23K, 0402, 1/16, Digikey, 541-5.23KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.36K, "RES 0402 5.36KOhm 1/16W", 5.36K, 0402, 1/16, Digikey, 541-5.36KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.49K, "RES 0402 5.49KOhm 1/16W", 5.49K, 0402, 1/16, Digikey, 541-5.49KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.62K, "RES 0402 5.62KOhm 1/16W", 5.62K, 0402, 1/16, Digikey, 541-5.62KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.76K, "RES 0402 5.76KOhm 1/16W", 5.76K, 0402, 1/16, Digikey, 541-5.76KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_5.90K, "RES 0402 5.90KOhm 1/16W", 5.90K, 0402, 1/16, Digikey, 541-5.90KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.04K, "RES 0402 6.04KOhm 1/16W", 6.04K, 0402, 1/16, Digikey, 541-6.04KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.19K, "RES 0402 6.19KOhm 1/16W", 6.19K, 0402, 1/16, Digikey, 541-6.19KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.34K, "RES 0402 6.34KOhm 1/16W", 6.34K, 0402, 1/16, Digikey, 541-6.34KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.49K, "RES 0402 6.49KOhm 1/16W", 6.49K, 0402, 1/16, Digikey, 541-6.49KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.65K, "RES 0402 6.65KOhm 1/16W", 6.65K, 0402, 1/16, Digikey, 541-6.65KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.81K, "RES 0402 6.81KOhm 1/16W", 6.81K, 0402, 1/16, Digikey, 541-6.81KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_6.98K, "RES 0402 6.98KOhm 1/16W", 6.98K, 0402, 1/16, Digikey, 541-6.98KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_7.15K, "RES 0402 7.15KOhm 1/16W", 7.15K, 0402, 1/16, Digikey, 541-7.15KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_7.32K, "RES 0402 7.32KOhm 1/16W", 7.32K, 0402, 1/16, Digikey, 541-7.32KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_7.50K, "RES 0402 7.50KOhm 1/16W", 7.50K, 0402, 1/16, Digikey, 541-7.50KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_7.68K, "RES 0402 7.68KOhm 1/16W", 7.68K, 0402, 1/16, Digikey, 541-7.68KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_7.87K, "RES 0402 7.87KOhm 1/16W", 7.87K, 0402, 1/16, Digikey, 541-7.87KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_8.06K, "RES 0402 8.06KOhm 1/16W", 8.06K, 0402, 1/16, Digikey, 541-8.06KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_8.25K, "RES 0402 8.25KOhm 1/16W", 8.25K, 0402, 1/16, Digikey, 541-8.25KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_8.45K, "RES 0402 8.45KOhm 1/16W", 8.45K, 0402, 1/16, Digikey, 541-8.45KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_8.66K, "RES 0402 8.66KOhm 1/16W", 8.66K, 0402, 1/16, Digikey, 541-8.66KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_8.87K, "RES 0402 8.87KOhm 1/16W", 8.87K, 0402, 1/16, Digikey, 541-8.87KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_9.09K, "RES 0402 9.09KOhm 1/16W", 9.09K, 0402, 1/16, Digikey, 541-9.09KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_9.31K, "RES 0402 9.31KOhm 1/16W", 9.31K, 0402, 1/16, Digikey, 541-9.31KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_9.53K, "RES 0402 9.53KOhm 1/16W", 9.53K, 0402, 1/16, Digikey, 541-9.53KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_9.76K, "RES 0402 9.76KOhm 1/16W", 9.76K, 0402, 1/16, Digikey, 541-9.76KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_10.0K, "RES 0402 10.0KOhm 1/16W", 10.0K, 0402, 1/16, Digikey, 541-10.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_10.2K, "RES 0402 10.2KOhm 1/16W", 10.2K, 0402, 1/16, Digikey, 541-10.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_10.5K, "RES 0402 10.5KOhm 1/16W", 10.5K, 0402, 1/16, Digikey, 541-10.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_10.7K, "RES 0402 10.7KOhm 1/16W", 10.7K, 0402, 1/16, Digikey, 541-10.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_11.0K, "RES 0402 11.0KOhm 1/16W", 11.0K, 0402, 1/16, Digikey, 541-11.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_11.3K, "RES 0402 11.3KOhm 1/16W", 11.3K, 0402, 1/16, Digikey, 541-11.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_11.5K, "RES 0402 11.5KOhm 1/16W", 11.5K, 0402, 1/16, Digikey, 541-11.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_11.8K, "RES 0402 11.8KOhm 1/16W", 11.8K, 0402, 1/16, Digikey, 541-11.8KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_12.1K, "RES 0402 12.1KOhm 1/16W", 12.1K, 0402, 1/16, Digikey, 541-12.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_12.4K, "RES 0402 12.4KOhm 1/16W", 12.4K, 0402, 1/16, Digikey, 541-12.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_12.7K, "RES 0402 12.7KOhm 1/16W", 12.7K, 0402, 1/16, Digikey, 541-12.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_13.0K, "RES 0402 13.0KOhm 1/16W", 13.0K, 0402, 1/16, Digikey, 541-13.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_13.3K, "RES 0402 13.3KOhm 1/16W", 13.3K, 0402, 1/16, Digikey, 541-13.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_13.7K, "RES 0402 13.7KOhm 1/16W", 13.7K, 0402, 1/16, Digikey, 541-13.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_14.0K, "RES 0402 14.0KOhm 1/16W", 14.0K, 0402, 1/16, Digikey, 541-14.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_14.3K, "RES 0402 14.3KOhm 1/16W", 14.3K, 0402, 1/16, Digikey, 541-14.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_14.7K, "RES 0402 14.7KOhm 1/16W", 14.7K, 0402, 1/16, Digikey, 541-14.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_15.0K, "RES 0402 15.0KOhm 1/16W", 15.0K, 0402, 1/16, Digikey, 541-15.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_15.4K, "RES 0402 15.4KOhm 1/16W", 15.4K, 0402, 1/16, Digikey, 541-15.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_15.8K, "RES 0402 15.8KOhm 1/16W", 15.8K, 0402, 1/16, Digikey, 541-15.8KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_16.2K, "RES 0402 16.2KOhm 1/16W", 16.2K, 0402, 1/16, Digikey, 541-16.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_16.5K, "RES 0402 16.5KOhm 1/16W", 16.5K, 0402, 1/16, Digikey, 541-16.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_16.9K, "RES 0402 16.9KOhm 1/16W", 16.9K, 0402, 1/16, Digikey, 541-16.9KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_17.4K, "RES 0402 17.4KOhm 1/16W", 17.4K, 0402, 1/16, Digikey, 541-17.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_17.8K, "RES 0402 17.8KOhm 1/16W", 17.8K, 0402, 1/16, Digikey, 541-17.8KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_18.2K, "RES 0402 18.2KOhm 1/16W", 18.2K, 0402, 1/16, Digikey, 541-18.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_18.7K, "RES 0402 18.7KOhm 1/16W", 18.7K, 0402, 1/16, Digikey, 541-18.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_19.1K, "RES 0402 19.1KOhm 1/16W", 19.1K, 0402, 1/16, Digikey, 541-19.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_19.6K, "RES 0402 19.6KOhm 1/16W", 19.6K, 0402, 1/16, Digikey, 541-19.6KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_20.0K, "RES 0402 20.0KOhm 1/16W", 20.0K, 0402, 1/16, Digikey, 541-20.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_20.5K, "RES 0402 20.5KOhm 1/16W", 20.5K, 0402, 1/16, Digikey, 541-20.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_21.0K, "RES 0402 21.0KOhm 1/16W", 21.0K, 0402, 1/16, Digikey, 541-21.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_21.5K, "RES 0402 21.5KOhm 1/16W", 21.5K, 0402, 1/16, Digikey, 541-21.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_22.1K, "RES 0402 22.1KOhm 1/16W", 22.1K, 0402, 1/16, Digikey, 541-22.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_22.6K, "RES 0402 22.6KOhm 1/16W", 22.6K, 0402, 1/16, Digikey, 541-22.6KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_23.2K, "RES 0402 23.2KOhm 1/16W", 23.2K, 0402, 1/16, Digikey, 541-23.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_23.7K, "RES 0402 23.7KOhm 1/16W", 23.7K, 0402, 1/16, Digikey, 541-23.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_24.3K, "RES 0402 24.3KOhm 1/16W", 24.3K, 0402, 1/16, Digikey, 541-24.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_24.9K, "RES 0402 24.9KOhm 1/16W", 24.9K, 0402, 1/16, Digikey, 541-24.9KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_25.5K, "RES 0402 25.5KOhm 1/16W", 25.5K, 0402, 1/16, Digikey, 541-25.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_26.1K, "RES 0402 26.1KOhm 1/16W", 26.1K, 0402, 1/16, Digikey, 541-26.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_26.7K, "RES 0402 26.7KOhm 1/16W", 26.7K, 0402, 1/16, Digikey, 541-26.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_27.4K, "RES 0402 27.4KOhm 1/16W", 27.4K, 0402, 1/16, Digikey, 541-27.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_28.0K, "RES 0402 28.0KOhm 1/16W", 28.0K, 0402, 1/16, Digikey, 541-28.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_28.7K, "RES 0402 28.7KOhm 1/16W", 28.7K, 0402, 1/16, Digikey, 541-28.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_29.4K, "RES 0402 29.4KOhm 1/16W", 29.4K, 0402, 1/16, Digikey, 541-29.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_30.1K, "RES 0402 30.1KOhm 1/16W", 30.1K, 0402, 1/16, Digikey, 541-30.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_30.9K, "RES 0402 30.9KOhm 1/16W", 30.9K, 0402, 1/16, Digikey, 541-30.9KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_31.6K, "RES 0402 31.6KOhm 1/16W", 31.6K, 0402, 1/16, Digikey, 541-31.6KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_32.4K, "RES 0402 32.4KOhm 1/16W", 32.4K, 0402, 1/16, Digikey, 541-32.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_33.2K, "RES 0402 33.2KOhm 1/16W", 33.2K, 0402, 1/16, Digikey, 541-33.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_34.0K, "RES 0402 34.0KOhm 1/16W", 34.0K, 0402, 1/16, Digikey, 541-34.0KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_34.8K, "RES 0402 34.8KOhm 1/16W", 34.8K, 0402, 1/16, Digikey, 541-34.8KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_35.7K, "RES 0402 35.7KOhm 1/16W", 35.7K, 0402, 1/16, Digikey, 541-35.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_36.5K, "RES 0402 36.5KOhm 1/16W", 36.5K, 0402, 1/16, Digikey, 541-36.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_37.4K, "RES 0402 37.4KOhm 1/16W", 37.4K, 0402, 1/16, Digikey, 541-37.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_38.3K, "RES 0402 38.3KOhm 1/16W", 38.3K, 0402, 1/16, Digikey, 541-38.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_39.2K, "RES 0402 39.2KOhm 1/16W", 39.2K, 0402, 1/16, Digikey, 541-39.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_40.2K, "RES 0402 40.2KOhm 1/16W", 40.2K, 0402, 1/16, Digikey, 541-40.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_41.2K, "RES 0402 41.2KOhm 1/16W", 41.2K, 0402, 1/16, Digikey, 541-41.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_42.2K, "RES 0402 42.2KOhm 1/16W", 42.2K, 0402, 1/16, Digikey, 541-42.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_43.2K, "RES 0402 43.2KOhm 1/16W", 43.2K, 0402, 1/16, Digikey, 541-43.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_44.2K, "RES 0402 44.2KOhm 1/16W", 44.2K, 0402, 1/16, Digikey, 541-44.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_45.3K, "RES 0402 45.3KOhm 1/16W", 45.3K, 0402, 1/16, Digikey, 541-45.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_46.4K, "RES 0402 46.4KOhm 1/16W", 46.4K, 0402, 1/16, Digikey, 541-46.4KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_47.5K, "RES 0402 47.5KOhm 1/16W", 47.5K, 0402, 1/16, Digikey, 541-47.5KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_48.7K, "RES 0402 48.7KOhm 1/16W", 48.7K, 0402, 1/16, Digikey, 541-48.7KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_49.9K, "RES 0402 49.9KOhm 1/16W", 49.9K, 0402, 1/16, Digikey, 541-49.9KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_51.1K, "RES 0402 51.1KOhm 1/16W", 51.1K, 0402, 1/16, Digikey, 541-51.1KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_52.3K, "RES 0402 52.3KOhm 1/16W", 52.3K, 0402, 1/16, Digikey, 541-52.3KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_53.6K, "RES 0402 53.6KOhm 1/16W", 53.6K, 0402, 1/16, Digikey, 541-53.6KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_54.9K, "RES 0402 54.9KOhm 1/16W", 54.9K, 0402, 1/16, Digikey, 541-54.9KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_56.2K, "RES 0402 56.2KOhm 1/16W", 56.2K, 0402, 1/16, Digikey, 541-56.2KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
RES0402_57.6K, "RES 0402 57.6KOhm 1/16W", 57.6K, 0402, 1/16, Digikey, 541-57.6KLCT-ND, Atlantix_R.SchLib, Res1, Atlantix_R.PcbLib, RES0402 , Atlantix EDA, =Description 
